"","IR","WPSFD49207","WPSFD4131","CPIAUCSL","CPILFESL","CIS1010000000000I","GDPCTPI","PCEPILFE","OPHNFB","NPPTTL","ICSA","CCSA","NPPMNF","UNRATE","AWHAETP","AMTMNO","DAUTOSA","TOTALSL","WHLSLRMPCIMSA","RRSFS","RSFSXMV","INDPRO","TCU","INVCMRMTSPL","ACDGNO","ADXTNO","USARGDPQDSNAQ","DPCERE1Q156NBEA","PI","PCE","UMCSENT","GACDISA066MSFRBNY","USSLIND","GAFDFSA066MSFRBPHI","CSCICP03USM665S"
"2011-10-15",1.39126583179569,1.75997178852886,-1.17276438365395,1.64246083636978,1.69920844204235,0.311693078224338,-0.946557698582507,-0.868248697373921,-1.02600827262215,-0.338010035450567,-0.241127725378557,-0.00300304470615263,-0.696731954755663,0.686473281510412,0.973897082756201,0.923142533359132,-0.178904624289944,1.74307715895736,-1.59766499482184,0.110853583357752,1.60504603766334,1.29372596195003,0.137763621648652,-0.322965086380984,-0.535543273042583,0.323420164291153,0.850321493645569,0.902581121539244,1.78222563229535,-0.72279664576342,0.576644571364139,-0.99602713128111,2.21010264605154,-1.25693416873724,-0.657062392506741
"2011-10-16",1.39005452923528,1.75783386228959,-1.17193805540703,1.64066007715727,1.69725005955107,0.311591640933057,-0.94602531327933,-0.86779695522259,-1.02538351364794,-0.337898318283522,-0.2410520447032,-0.00300215398399424,-0.696424931810637,0.686173669286391,0.973334155380769,0.922635304452341,-0.178849860876354,1.7409902923789,-1.5959820192586,0.11082029943726,1.60334405043375,1.2926999904034,0.137721984384096,-0.32285929499503,-0.535338843356665,0.323314195602555,0.849886849855334,0.902095239938324,1.78001908908788,-0.722470202656241,0.576416630265114,-0.871624898802621,2.20624975033275,-1.25597233561331,-0.656783320214973
"2011-10-17",1.38884638558989,1.75570370944144,-1.17111347172767,1.63886522885034,1.69529843377073,0.3114903026188,-0.945493825453697,-0.867345917587159,-1.02475989479904,-0.337786711823709,-0.240976435245759,-0.00300126405394717,-0.696118314458306,0.685874449086204,0.972772203212604,0.922128910896123,-0.178795147723063,1.73891090438398,-1.59430435188712,0.110787045479657,1.60164746695673,1.25560765049342,0.051326102230024,-0.470009626125536,-0.535134647631278,0.323208331014765,0.849452872020141,0.90161014233281,1.77782072246524,-0.722144201531888,0.576188959300168,-0.871170151114448,1.04076712654536,-1.25501270757532,-0.656504603269356
"2011-10-18",1.3876413871528,2.53951679538454,0.975376685166462,1.63707625918185,1.69335352593709,0.311389063120702,-0.944963232586662,-0.866895582638141,-1.02413741261172,-0.337675215888391,-0.240900896894601,-0.0030003749148381,-0.695812101806347,0.685575620055606,0.972211223439,0.921623350399907,-0.178740484753236,1.73683895041077,-1.59263196486147,0.110753821440014,1.5999562586975,1.25464921000848,0.0513108566725464,-0.469839605242369,-0.534930685420454,0.323102570357441,0.849019558440951,0.901125826616416,1.77563048205253,-0.721818641393797,0.575961557936105,-0.870716114580634,1.04012472858451,-0.954564766747937,-0.656226240916338
"2011-10-19",1.3864395203004,2.53392611388851,0.974813071434102,1.69781549051058,1.75368830566386,0.311287922278265,-0.944433532169164,-0.866445948552694,-1.02351606363693,-0.337563830295256,-0.24082542953834,-0.00299948656549611,-0.695506292965184,0.68527718134296,0.971651213258593,0.921118620681904,-0.178685871890204,1.73477438626834,-1.59096483053981,0.110720627273497,1.59827039733179,1.25369296140228,0.0512956246923362,-0.46966976875699,-0.534726956279417,0.322996913460631,0.848586907424789,0.900642290690768,1.77344831790827,-0.721493521248544,0.575734425641201,-0.87026278734938,1.03948351892283,-0.954024529874365,-0.655948232404603
"2011-10-20",1.38524077149155,2.52837219715611,0.974250433805586,1.69586571659437,1.75157448655944,0.311186879931352,-0.943904721701981,-0.86599701351459,-1.02289584444028,-0.337452554862413,-0.155336891463309,0.102269059012172,-0.695200887047977,0.684979132099218,0.971092169881304,0.920614719469068,-0.178631309057462,1.73271716813261,-1.58930292148245,0.110687462935365,1.59658985474384,1.25273889633269,0.0512804062692528,-0.469500116336292,-0.534523459764574,0.322891360154773,0.848154917284715,0.90015953246537,1.77127418051963,-0.721168840105838,0.575507561885199,-0.869810167575631,1.03884349390105,-0.953485209386891,-0.655670576985062
"2011-10-21",1.38404512726695,2.52285464400059,0.97368876946646,1.69392264566634,1.74946829390178,0.311085935920194,-0.943376798695676,-0.865548775714184,-1.02227675160192,-0.337341389408387,-0.155289844966089,0.102238498786053,-0.694895883170608,0.68468147147792,0.970534090528286,0.920111644497047,-0.178576796178668,1.73066725254251,-1.58764621044998,0.110654328380971,1.59491460302443,1.25178700650198,0.0512652013831972,-0.46933064764801,-0.534320195433515,0.322785910270692,0.847723586339793,0.899677549857561,1.76910802079767,-0.720844596978506,0.575280966139305,-0.869358253421043,1.03820464987569,-0.952946802697497,-0.655393273910844
"2011-10-22",1.3828525742485,2.51737305933754,0.973128075613625,1.69198623940747,1.74736968194118,0.310985090085382,-0.942849760670553,-0.865101233348381,-1.02165878171648,-0.337230333752125,-0.155242841190316,0.102207965939968,-0.694591280451676,0.684384198635177,0.969976972431857,0.919609393510149,-0.178522333177643,1.72862459639609,-1.58599467040134,0.110621223565763,1.59324461446893,1.25083728365648,0.0512500100141124,-0.469161362360719,-0.534117162845006,0.322680563639598,0.847292912915072,0.899196340792484,1.76694979007277,-0.720520790882478,0.575054637876181,-0.868907043053953,1.0375669832189,-0.952409307228385,-0.655116322437289
"2011-10-23",1.38166309913867,2.51192705406604,0.972568349455266,1.69005645980471,1.74527860531125,0.310884342267869,-0.942323605156604,-0.864654384620611,-1.02104193139299,-0.33711938771299,-0.15519588007137,0.102177460433055,-0.69428707801248,0.684087312729664,0.96942081283545,0.919107964261289,-0.178467919978369,1.72658915694671,-1.58434827449204,0.110588148445279,1.5915798615754,1.2498897195863,0.0512348321419828,-0.468992260143828,-0.533914361558986,0.322575320093088,0.846862895341548,0.89871590320304,1.76479944008994,-0.720197420836779,0.574828576569941,-0.86845653464935,1.03693049031843,-0.95187272041193,-0.654839721821939
"2011-10-24",1.38047668871986,2.50651624495271,0.972009588210803,1.68813326914787,1.74319501902478,0.310783692308969,-0.941798329693464,-0.864208227740791,-1.02042619725479,-0.33700855111076,-0.15514896154477,0.102146982224539,-0.693983274977014,0.68379081292261,0.968865608993551,0.918607354511955,-0.178413556504992,1.72456089179932,-1.58270699607225,0.110555102975153,1.58992031704265,1.24894430612504,0.0512196677468343,-0.468823340667583,-0.533711791136564,0.322470179463144,0.846433531956148,0.89823623502986,1.76265692300435,-0.719874485863513,0.574602781696145,-0.868006726388841,1.03629516757754,-0.951337039690622,-0.654563471324526
"2011-10-25",1.37929332985382,2.50114025451838,0.971451789110827,1.68621663002649,1.74111887846967,0.310683140050354,-0.941273931830359,-0.863762760925304,-1.01981157593947,-0.336897823765628,-0.155102085546171,0.102116531273731,-0.693679870471953,0.683494698377785,0.968311358171642,0.918107562032164,-0.17835924268182,1.72253975890671,-1.58107080868507,0.110522087111111,1.58826595376841,1.24800103514948,0.0512045168087342,-0.468654603603058,-0.533509451140014,0.32236514158213,0.846004821101692,0.897757334221259,1.76052219137686,-0.719551984987852,0.574377252731795,-0.867557616460619,1.03566101141488,-0.950802262517019,-0.654287570206971
"2011-10-26",1.378113009481,2.49579871092751,0.970894949397046,1.68430650532684,1.73905013940493,0.310582685334057,-0.940750409126059,-0.863317982396959,-1.01919806409879,-0.336787205498201,-0.155055252011362,0.102086107540024,-0.693376863626642,0.683198968261497,0.967758057646151,0.917608584600417,-0.17830497843332,1.72052571656585,-1.57943968606466,0.11048910080897,1.58661674484741,1.24705989857928,0.051189379307791,-0.468486048622157,-0.533307341132769,0.322260206282793,1.28189013397328,0.897279198733208,1.75839519816957,-0.719229917238022,0.574151989155328,-0.867109203059437,1.03502801826443,-0.950268386353694,-0.654012017733368
"2011-10-27",1.37693571461997,2.49049124788015,0.970339066322223,1.68240285822883,1.73698875795671,0.310482328002467,-0.8843963131637,-0.862873890384972,-1.01858565839858,-0.336676696129496,-0.34329348442008,0.0141526944968845,-0.693074253573088,0.682903621742573,0.967205704704386,0.917110420003661,-0.178250763684122,1.71851872341433,-1.57781360213453,0.110456144024642,1.58497266356959,1.24612088837673,0.0511742552241543,-0.468317675397609,-0.533105460679422,0.322155373398258,1.2808916462599,0.900855530349017,1.75627589674149,-0.718908281645295,0.573926990446613,-0.866661484386574,1.03439618457544,-0.949735408673188,-0.653736813169983
"2011-10-28",1.37576143236681,2.48521750450647,0.969784137150127,1.68050565220311,1.73493469061441,-3.94135740547183,-0.883932050737613,-0.843749579007718,-1.01797435551869,-0.336566295480944,-0.343180458869891,0.014148525590443,-0.692772039445947,0.682608657992357,0.966654296644485,0.916613066037249,-0.178196598359016,1.71651873842672,-1.57619253100573,0.110423216714129,1.58333368341827,1.24518399654639,0.051159144538015,-0.468149483602966,-0.532903809345719,0.322050642762034,1.27989548856889,0.900374831640745,1.69199637691207,-0.700088297629822,0.588246448361368,-0.866214458649806,1.03376550681227,-0.949203326957953,-0.65346195578524
"2011-10-29",1.37459014989454,2.47997712526365,0.969230159155468,1.67861485100803,1.7328878942268,-3.92228596408781,-0.883468518827349,-0.843324360700374,-1.0173641521529,-0.336456003374384,-0.343067544891677,0.0141443603658891,-0.692470220382519,0.682314076184696,0.966103830775363,0.916116520504893,-0.17814248238295,1.71452572091108,-1.57457644697521,0.110390318833525,1.58169977806833,1.24424921513489,0.0511440472296044,-0.467981472912601,-0.532702386698552,0.321946014208007,1.27890165185186,0.89989490176736,1.69007338206812,-0.69978119059705,0.588013359880037,-0.865768124063375,1.0331359814544,-0.948672138700309,-0.653187444849714
"2011-10-30",1.37342185445247,2.47476975983522,0.968677129623847,1.67673041868682,1.73084832599822,-3.90348873105403,-0.883005715518966,-0.842899784750586,-1.01675504500886,-0.336345819632063,-0.342954742301984,0.0141401988178061,-0.692168795522727,0.682019875495932,0.965554304416648,0.91562078121863,-0.178088415681034,1.7125396305055,-1.57296532452399,0.110357450339016,1.58007092138447,1.24331653623058,0.0511289632791952,-0.467813643001705,-0.532501192305963,0.321841487570439,1.27791012710952,0.899415738681388,1.68815692993018,-0.699474487434928,0.587780548299735,-0.86532247884796,1.03250760499629,-0.94814184140239,-0.652913279636127
"2011-10-31",1.3722565333657,2.46959506303273,0.968125045851694,1.67485231956468,1.72881594348482,-3.88495919784257,-0.882543638905535,-0.842475849542527,-1.016147030808,-0.336235744076636,-0.342842050917783,0.014136040940789,-0.691867764009119,0.681726055104891,0.965005714898634,0.915125845998775,-0.178034398178535,1.71056042717465,-1.57135913831556,0.110324611186878,1.57844708741945,1.24238595196327,0.0511138926671003,-0.467645993546282,-0.532300225737133,0.32173706268397,1.27692090539138,0.898937340342983,1.68624698348059,-0.699168187258934,0.58754801307259,-0.864877521230646,1.0318803739473,-0.947612432576098,-0.652639459419334
"2011-11-01",1.37109417403447,2.46445269469958,0.96757390514622,1.67298051824592,1.72679070459087,-3.86669107017007,-0.882082287087106,-0.842052553466055,-1.01554010628547,-0.336125776531164,-0.342729470556463,0.0141318867294436,-0.691567124986849,0.681432614192874,0.964458059562226,0.914631712673889,-0.17798042980088,1.70858807120638,-1.56975786319419,0.110291801333481,1.57682825041231,1.24145745450396,0.0510988353736736,-0.467478524223149,-0.532099486562379,0.321632739383616,1.27593397779538,0.898459704719887,1.68434350599426,-0.698862289187255,0.587315753652248,-0.864433249444895,2.0344636303,-0.94708390974305,-0.652365983476318
"2011-11-02",1.36993476393363,2.45934231961717,0.967023704825356,1.67111497961123,1.72477256756507,-3.8486782590148,-0.88162165817068,-0.841629894916688,-1.01493426819004,-0.274037391541802,-0.342617001035834,0.0141277361783867,-0.649492044627528,0.681139551943648,0.963911335758881,0.914138379080731,0.0496040452952272,1.70662252320838,-1.56816147418322,0.110259020735282,1.57521438478671,1.24053103606455,0.0510837913793092,-0.467311234709936,-0.531898974353156,0.321528517504766,1.27494933546754,0.897982829787396,1.68244646103568,-0.698556792340781,0.587083769493866,-0.863989661730518,2.03139622862638,-0.946556270434531,-0.652092851086184
"2011-11-03",1.36877829061206,2.45426360741306,0.966474442217701,1.66925566881481,1.72276149099695,-3.83091487208987,-0.881161750270167,-0.841207872295577,-1.07233682038465,-0.273950926128832,-0.273914424054531,0.00531510697065284,-0.649220988534108,0.680846867543436,0.963365540850556,0.884795766467932,0.0495894521461544,1.70466374410489,-1.56656994648349,0.11022626934883,1.57360546514921,1.23960668889758,0.0510687606644417,-0.467144124685075,0.0940914837479094,0.578566394839399,1.27396696960167,0.897506713528322,1.680555812456,-0.698251695843085,0.586852060054105,-0.863546756333644,2.02834266129011,-0.946029512191449,-0.651820061530146
"2011-11-04",1.36762474169211,2.4492162324713,0.965926114662465,1.66740255128174,1.72075743381329,-3.81339520574533,-0.880702561506365,-0.84078648400948,-1.07166056173436,-0.273864542514155,-0.273828053557578,0.00531354801664663,-0.648950271576998,0.624043283124277,0.96282067220966,0.884333018472331,0.0495748718691217,1.70271169513343,-1.56498325547169,0.110193547130767,1.57200146628757,1.23868440529594,0.051053743209546,-0.466977193827807,0.0940636424102429,0.578339866480411,1.27298687143901,0.897031353932959,1.67867152439014,-0.697946998820423,0.58662062479113,-0.863104531506689,2.02530282461167,-0.94550363256428,-0.651547614091524
"2011-11-05",1.36647410486903,2.44419987384473,0.965378719509417,1.6655555927052,1.71876035527463,-3.79611373727408,-0.880244090006919,-0.840365728470741,-1.07098558114849,-0.273778240568874,-0.273741764716099,0.00531199043358842,-0.648679893049518,0.62378908387661,0.962276727218993,0.883870995909032,0.0495603044452168,1.70076633784156,-1.56340137669878,0.110160854037821,1.57040236316913,1.23776417759262,0.0510387389951371,-0.466810441818172,0.094035825772577,0.57811360403286,1.2720090322679,0.896556748999046,1.67679356125391,-0.697642700401716,0.586389463164598,-0.862662985508332,2.02227661599612,-0.944978629113027,-0.651275508055732
"2011-11-06",1.36532636791046,2.43921421516924,0.964832254118832,1.66371475904385,1.71677021497173,-3.77906511759777,-0.879786333906293,-0.83994560409726,-1.07031187460611,-0.273692020164376,-0.273655557401506,0.00531043421947001,-0.648409852247051,0.623535195063325,0.961733703271696,0.883409696884453,0.0495457498555666,1.69882763408372,-1.56182428588837,0.110128190026812,1.56880813093914,1.23684599816042,0.0510237480017702,-0.466643868337012,0.0940080337984113,0.577887606976863,1.27103344342347,0.896082896731733,1.67492188774124,-0.697338799718543,0.586158574635657,-0.862222116603483,2.01926393391852,-0.944454499407167,-0.651003742710272
"2011-11-07",1.36418151865582,2.43425894458004,0.964286715861435,1.66188001651919,1.7147869728222,-3.76224416431092,-0.879329291345736,-0.83952610931247,-1.069639438104,-0.273605881172333,-0.273569431485495,0.00530887937228735,-0.648140148467031,0.62328161605302,0.961191597771203,0.882949119511928,0.0495312080813366,1.75842662657285,-1.5602519589352,0.110095555054648,1.56721874491915,1.23592985941171,0.0510087702100402,-0.466477473065963,0.0939802664513208,0.57766187479396,1.2700600962873,0.895609795143544,1.67305646882131,-0.697035295905129,0.585927958666939,-0.861781923063253,2.01626467790963,-0.943931241025606,-0.650732317344728
"2011-11-08",1.36303954501582,2.42933375462962,0.963742102118349,1.66005133161291,1.71281058906707,-3.74564585506266,-0.878872960473253,-0.839107242545312,-1.06896826765652,-0.273519823464698,-0.273483386840043,0.00530732589004046,-0.647870781008937,0.623028346216089,0.960650408131181,0.882489261911667,0.049516679103731,1.75632210691737,-1.55868437190355,0.110062949078329,1.56563418060541,1.23501575379814,0.0509938056005821,-0.466311255687458,0.0939525236949558,0.577436406967109,1.26908898228712,0.895137442254342,1.67119726973588,-0.696732188098335,0.585697614722555,-0.861342403164928,2.01327874854188,-0.943408851556636,-0.650461231250755
"2011-11-09",1.36190043497192,2.42443834220772,0.963198410281043,1.6582286710644,1.71084102426746,-3.72926532125673,-0.878417339443571,-0.838689002230211,-1.06829835929552,-0.273433846913706,-0.273397423337409,0.0053057737707335,-0.647601749174283,0.622775384924716,0.960110131775484,0.882030122210733,0.0495021629039927,1.7542251264964,-1.55712150102574,0.110030372054942,1.56405441366727,1.2341036738104,0.0509788541540705,-0.46614521588472,0.0939248054930415,0.577211202980676,1.26812009289647,0.894665836091298,1.66934425599653,-0.696429475437649,0.585467542268092,-0.860903555191942,2.01030604741546,-0.942887328597879,-0.650190483722072
