"","IR","WPSFD49207","WPSFD4131","CPIAUCSL","CPILFESL","CIS1010000000000I","GDPCTPI","PCEPILFE","OPHNFB","NPPTTL","ICSA","CCSA","NPPMNF","UNRATE","AWHAETP","AMTMNO","DAUTOSA","TOTALSL","WHLSLRMPCIMSA","RRSFS","RSFSXMV","INDPRO","TCU","INVCMRMTSPL","ACDGNO","ADXTNO","USARGDPQDSNAQ","DPCERE1Q156NBEA","PI","PCE","UMCSENT","GACDISA066MSFRBNY","USSLIND","GAFDFSA066MSFRBPHI","CSCICP03USM665S"
"2011-09-01",1.59381492774043,2.09305763095554,0.942805907059061,1.66179968349897,1.72637918332994,0.316256815362217,-0.970911245699823,-0.908054823048167,-1.05468174122513,-0.404770217153426,-0.0888999728943456,0.0431771612750954,-0.774108202822429,0.70005777299165,0.982827071590972,1.0377761160281,-0.407443850014224,1.76828691435689,0.288195443617657,-0.0417788682027587,1.56890447466583,1.22971983534096,-0.032196880390245,-0.364462060546879,0.118037828609528,0.12906819333253,0.870132038547219,0.924769521173646,1.74935560013699,-0.756471297186635,0.622301378536588,-0.677806347672463,0.940476222064501,-0.382956240082216,-0.272806911034176
"2011-09-02",1.59209697971562,2.08963105552495,0.942263453078936,1.65989662403431,1.72428733966408,0.316150858074854,-0.970336718091812,-0.907550150711016,-1.05400314895981,-0.404626732261286,-0.0888726840145464,0.0431639870143201,-0.773731101095893,0.699740024584484,0.535877275714739,1.03711957866504,-0.295480796119526,1.76606558045544,0.28810037764627,-0.0417661221032973,1.56725096444486,1.2287789348664,-0.0321870645659172,-0.36433630808347,0.118001378601941,0.129028229934089,0.869666313417579,0.924246931194249,1.74719345388542,-0.756109007760901,0.622038417119786,-0.677505029982882,0.939936365110077,-0.382822493271,-0.272717638982717
"2011-09-03",1.59038457590041,2.08622125632737,0.941721934532739,1.65800008869916,1.7222030827988,0.316045007221674,-0.969763209398682,-0.907046319058342,-1.05332586511402,-0.373978351140985,-0.0888454202493923,0.0431508248054354,-0.752647963618864,0.699422708529711,0.535667304975799,1.03646428603248,-0.295383003601581,1.76385259818337,0.28800540569542,-0.0417533876626582,1.56560267213275,1.22784019125621,-0.0321772577137379,-0.364210685708508,0.117964962341087,0.128988303634758,0.869201335454165,0.923725226344582,1.74503930609686,-0.755747238458012,0.621775788829027,-0.67720411385746,0.939397436951631,-0.382688886507154,-0.272628454517393
"2011-09-04",1.58867768653742,2.08282809691593,0.941181348734809,1.65611004030076,1.7201263669837,0.315939262624596,-0.96919071661202,-0.906543325758494,-1.05264988548815,-0.37384867232244,-0.0888181815603838,0.0431376746300775,-0.752289265210605,0.699105823847629,0.535457580894334,1.03581023420193,-0.29528530812162,1.76164791533759,0.287910527610224,-0.0417406648630784,1.56395957034324,1.22690359628209,-0.0321674598200469,-0.36408519319784,0.117928579774925,0.12894841437717,0.868737102661111,0.923204404128612,1.74289310757718,-0.755385988034496,0.621513492961474,-0.676903598404956,0.938859434928738,-0.38255541954642,-0.272539357495071
"2011-09-05",1.58697628209239,2.07945144239238,0.940641693010265,1.65422644194251,1.71805714685368,0.315833624105958,-0.968619236735836,-0.906041168488868,-1.05197520590145,-0.37371912832243,-0.0887909679091042,0.0431245364699213,-0.751931079257396,0.69878936956164,0.535248102987751,1.03515741926224,-0.295187709519258,1.7594514801707,0.287815743236154,-0.0417279536868328,1.56232163189087,1.22596914175958,-0.0321576708712134,-0.363959830327856,0.117892230851525,0.128908562104085,0.868273613050009,0.922684462060148,1.74075480955479,-0.755025255251043,0.621251528816365,-0.676603482736893,0.938322356391627,-0.38242209214514,-0.272450347772945
"2011-09-06",1.58528033325204,2.07609115938459,0.940102964694957,1.65234925702096,1.7159953774248,0.315728091488511,-0.968048766786495,-0.905539844935857,-1.05130182219189,-0.373589718907496,-0.0887637792572191,0.0431114103066809,-0.751573404540071,0.698473344698239,0.535038870774773,1.0345058373195,-0.295090207634482,1.75726324138589,0.28772105241904,-0.041715254116234,1.56068882978909,1.22503681954784,-0.0321478908536355,-0.363834596875483,0.117855915519069,0.128868746758385,0.867810864639873,0.922165397662792,1.73862436367597,-0.75466503887248,0.620989895695004,-0.676303765967553,0.937786198701132,-0.382288904060246,-0.272361425208534
"2011-09-07",1.58358981092196,2.07274711602438,0.939565161135405,1.6504784492228,1.71394101409016,0.315622664595423,-0.967479303792652,-0.905039352794809,-1.0506297302161,-0.373460443844743,-0.0887366155664761,0.0430982961221096,-0.751216239843518,0.698157748287002,0.534829883775443,1.03385548449696,-0.294992802307646,1.75508314813189,0.287626455005067,-0.0417025661336323,1.55906113724843,1.22410662154929,-0.0321381197537403,-0.363709492618186,0.117819633725852,0.128828968283076,0.867348855457099,0.92164720846989,1.73650172200035,-0.754305337667758,0.620728592900754,-0.676004447213963,0.937250959228632,-0.382155855049266,-0.272272589659686
"2011-09-08",1.58190468622448,2.06941918192585,0.939028279688746,1.64861398252192,1.71189401261584,0.315517343250273,-0.966910844795187,-0.90453968976998,-1.0499589258492,-0.373331302901844,-0.173081248338656,0.069078374890418,-0.750859583956668,0.697842579360572,0.534621141511115,1.0332063569349,-0.294895493379477,1.68927455604086,0.287531950840772,-0.0416898897214155,1.5574385276746,1.22317853970934,-0.0321283575579837,-0.363584517333964,0.11778338542028,0.128789226621286,0.866887583535435,0.921129892024485,1.7343868369963,-0.753946150409933,0.620467619739029,-0.675705525595881,0.936716635356002,-0.382022944870316,-0.272183840984569
"2011-09-09",1.58022493049662,2.06610722816397,0.93849231772268,1.6467558211765,1.70985432913693,0.315412127277054,-0.96634338684714,-0.904040853574493,-1.04928940498476,-0.37320229584703,-0.173027186168368,0.0690573261550624,-0.75050343567247,0.697527836954647,0.534412643504449,1.03255845079053,-0.294798280691066,1.68730116115806,0.287437539773047,-0.041677224862009,1.55582097466672,1.22225256601609,-0.0321186042528504,-0.363459670801353,0.117747170550869,0.128749521716269,0.866427046915943,0.920613445879265,1.7322796615365,-0.753587475876146,0.620206975517287,-0.675407000235791,0.936183224475554,-0.381890173282102,-0.272095179041678
"2011-09-10",1.57855051528805,2.06281112725362,0.937957272615416,1.64490392972614,1.70782192015353,0.315307016500167,-0.965776927013647,-0.903542841930292,-1.04862116353463,-0.373073422449095,-0.172973174626773,0.0690362966492085,-0.750147793787883,0.697213520107967,0.534204389279408,1.03191176223794,-0.294701164083873,1.68533466713172,0.287343221649133,-0.0416645715378752,1.55420845201546,1.22132869250005,-0.0321088598248539,-0.363334952799417,0.117710989066246,0.128709853511397,0.865967243646964,0.920097867596513,1.73018014889352,-0.753229312847612,0.619946659545018,-0.675108870258889,0.935650723989987,-0.381757540043916,-0.272006603689828
"2011-09-11",1.57688141235905,2.05953075312901,0.937423141755617,1.64305827298898,1.7057967425269,0.315202010744426,-0.965211462371878,-0.903045652568099,-1.0479541974289,-0.372944682477391,-0.172919213634894,0.0690152863435949,-0.749792657103852,0.696899627862304,0.533996378361253,1.03126628746796,-0.294604143399721,1.68337503383482,0.287248996316624,-0.0416519297315142,1.55260093370131,1.22040691123385,-0.0320991242605361,-0.363210363107752,0.11767484091515,0.128670221950167,0.865508171784083,0.919583154748065,1.72808825273548,-0.752871660109594,0.619686671133745,-0.674811134793072,0.935119131312335,-0.381625044915635,-0.271918114788157
"2011-09-12",1.57521759367853,2.05626598112337,0.936889922542346,1.64121881605894,1.7037787534756,0.315097109835049,-0.964646990010971,-0.902549283227369,-1.04728850261573,-0.372816075701826,-0.17286530311393,0.0689942952090224,-0.749438024425293,0.696586159262447,0.533788610276538,1.03062202268809,-0.294507218480798,1.68142222146621,0.287154863623463,-0.041639299425463,1.55099839389277,1.21948721433193,-0.0320893975464676,-0.363085901506485,0.117638726046429,0.128630626976197,0.865049829390099,0.919069304915253,1.72600392712174,-0.752514516451394,0.619427009597007,-0.674513792968927,0.934588443865909,-0.381492687657719,-0.593324289956415
"2011-09-13",1.4687477658119,2.0530166879491,0.936357612385014,1.63938552430292,1.70176791057167,0.314992313597664,-0.964083507031969,-0.902053731656249,-1.04662407506131,-0.372687601892864,-0.172811442985251,0.0689733232163539,-0.749083894561076,0.696273113356192,0.533581084553108,1.02997896412241,-0.294410389169658,1.67947619054727,0.287060823417942,-0.0416266806022955,1.54940080694463,1.21856959395031,-0.0320796796692475,-0.362961567776267,0.11760264440904,0.128591068533226,0.864592214534982,0.918556315688867,1.72392712649866,-0.752157880666329,0.619167674250357,-0.674216843919724,0.934058659084249,-0.38136046803121,-0.593081567579953
"2011-09-14",1.46734596525793,1.83037941233891,-1.19928077346091,1.63755836335807,1.69976417173693,0.314887621858304,-0.96352101054776,-0.901558995611535,-1.0459609107497,-0.372559260821523,-0.172757633170398,0.0689523703365145,-0.74873026632401,0.695960489194329,0.53337380072009,1.02933710801145,-0.294313655309213,1.67753690191854,-0.114902678239386,-0.0791393188999563,1.60239358593228,1.21765404228623,-0.0320699706155032,-0.362837361698275,0.11756659595205,0.128551546565114,0.864135325295848,0.9180441846691,1.72185780569542,-0.751801751551718,0.618908664411352,-0.673920286781399,0.933529774411073,-0.381228385797729,-0.592839142891252
"2011-09-15",1.46594817147038,1.82797481821884,-1.19839714932825,1.69940301781959,1.76130772835049,0.314783034443406,-0.962959497683013,-0.901065072858626,-1.04529900568278,-0.372431052259371,-0.105067320521959,0.207852939938125,-0.748377138530825,0.695648285830627,0.533166758307891,1.02869645061214,-0.29421701674274,1.67560431673639,-0.114867500492769,-0.0791152562655873,1.60066670126472,1.32568862630824,0.139030571846042,-0.362713283054212,0.117530580624637,0.128512061015843,0.863679159756919,0.917532909465504,1.71979591991993,-0.751446127908863,0.618649979399548,-1.01418554478909,0.933001787300219,-0.381096440719475,-0.592597015282242
"2011-09-16",1.46455436539741,1.82557967745618,-1.19751547585133,1.69740859953708,1.75912693551728,0.314678551179812,-0.962398965574118,-0.900571961171486,-1.0446383558801,-0.372302975978527,-0.105035242016648,0.20778745926631,-0.748024510002153,0.695336502321828,0.532959956848194,1.02805698819772,-0.294120473313872,1.67367839646977,-0.114832355035971,-0.0790912155670062,1.59894538863727,1.32458476860335,0.138987775568461,-0.326079010877164,0.117494598376085,0.128472611829513,0.86322371600949,0.917022487696943,1.71774142475469,-0.751091008543034,0.61839161853649,-1.01356417981828,0.932474695215599,-0.380964632559222,-0.592355184146593
"2011-09-17",1.46316452811371,1.82319392827104,-1.1966357458633,1.69542118783302,1.75695422442979,0.314574171894763,-0.961839411369121,-0.900079658332601,-1.04397895737881,-0.372175031751659,-0.105003192875682,0.207722040443327,-0.747672379562516,0.69502513772763,0.532753395873953,1.02741871705759,-0.294024024866605,1.67175910289699,-0.114797241819622,-0.0790671967709048,1.5972296181486,1.32348366426518,0.138945018787687,-0.325970130695847,0.11745864915579,0.128433198950346,0.862768992151898,0.916512916991545,1.71569427615284,-0.75073639226345,0.618133581145705,-1.01294395576144,0.931948495631147,-1.28479639517439,-0.592113648879707
"2011-09-18",1.46177864081952,1.82081750944727,-1.19575795223411,1.69344074177799,1.75478954529376,0.314469896415904,-0.961280832227667,-0.899588162132932,-1.04332080623357,-0.37204721935198,-0.104971173054288,0.20765668337187,-0.747320746040306,0.694714191110677,0.532547074919389,1.0267816334973,-0.29392767124529,1.66984639810253,-0.11476216079446,-0.0790431998440458,1.59551936012156,1.32238530186596,0.138902301443001,-0.32586135951701,0.117422732913252,0.128393822322684,0.862314986289488,0.916004194986658,1.71365443043414,-0.750382277883263,0.617875866552696,-1.01232486913111,0.931423186030766,-1.28376921151943,-0.591872408878707
"2011-09-19",1.46039668483951,1.81845036032591,-1.1948820878703,1.69146722077647,1.75263284874343,0.314365724571277,-0.960723225320938,-0.899097470371883,-1.04266389851642,-0.371919538553249,-0.104939182507789,0.207591387954848,-0.746969608267769,0.694403661536547,0.532340993519984,1.02614573383839,-0.293831412294636,1.66794024447388,-0.114727111911328,-0.0790192247532624,1.59381458510099,1.32128967004423,0.138859623473818,-0.325752697158888,0.117386849598083,0.128354481890987,0.861861696534577,0.915496319328802,1.71162184428108,-0.750028664219542,0.617618474084931,-1.01170691645472,0.930898763908279,-1.28274448806943,-0.591631463542439
"2011-09-20",1.45901864162171,1.81609242079868,-1.1940081457147,1.68950058456342,1.75048408583672,0.314261656189326,-0.960166587831592,-0.898607580857249,-1.04200823031669,-0.371791989129769,-0.104907221191603,0.207526154095382,-0.746618965080991,0.69409354807374,0.532135151212479,1.02551101441836,-0.293735247859708,1.66604060469843,-0.114692095121172,-0.0789952714654582,1.59211526385162,1.32019675750432,0.138816984819683,-0.325644143440141,0.117350999160001,0.128315177599834,0.861409121006424,0.914989287673625,1.70959647473502,-0.749675550093255,0.617361403071842,-1.01109009427453,0.93037522676738,-1.28172221501886,-0.591390812271459
"2011-09-21",1.45764449273651,1.81374363130152,-1.19313611874627,1.68754079320079,1.74834320805065,0.31415769109889,-0.959610916953703,-0.898118491405183,-1.04135379774092,-0.371664570856383,-0.104875289061242,0.207460981696808,-0.74626881531988,0.693783849793668,0.531929547534866,1.02487747159053,-0.293639177785926,1.66414744176045,-0.114657110375045,-0.078971339947607,1.59042136735592,1.31910655301585,0.138774385420269,-0.325535698179851,0.117315181548832,0.128275909393924,0.860957257831198,0.914483097685856,1.70757827919238,-0.749322934329255,0.61710465284481,-1.01047439914755,0.929852572121579,-1.28070238261682,-0.591150454468028
"2011-09-22",1.45627421987558,1.81140393280834,-1.19226599997979,1.68558780707413,1.74621016727669,0.314053829129204,-0.959056209892705,-0.89763019984015,-1.04070059691274,-0.371537283508475,0.0815494993070624,0.198695843546752,-0.745919157828151,0.693474565770639,0.531724182026389,1.024245101724,-0.293543201919063,1.662260718938,-0.114622157624104,-0.0789474301667524,1.58873286681209,1.31801904541331,0.138731825215382,-0.325427361197521,0.117279396714507,0.128236677218073,0.860506105141941,0.913977747039261,1.70556721540084,-0.74897081575626,0.616848222737164,-1.00985982764543,0.92933079749416,-1.27968498116664,-0.59091038953611
"2011-09-23",1.45490780485089,1.80907326682475,-1.19139778246567,1.68364158688922,1.74408491581626,0.313950070109899,-0.958502463865328,-0.89714270399489,-1.04004862397279,-0.371410126861966,0.0815248136420256,0.198633733791861,-0.745569991453306,0.69316569508185,0.531519054227535,1.02361390120351,-0.293447320105245,1.66038039979997,-0.114587236819609,-0.0789235420900083,1.58704973363193,1.31693422359549,0.138689304144953,-0.325319132313076,0.117243644607068,0.128197481017217,0.860055661078539,0.913473233416595,1.70356324145568,-0.748619193206839,0.616592112084171,-1.00924637635444,0.928809900418126,-1.2786700010255,-0.590670616881359
"2011-09-24",1.45354522959364,1.80675157538192,-1.1905314592897,1.68170209366875,1.74196740637619,0.313846413870999,-0.957949676099543,-0.896656001710376,-1.03939787507862,-0.371283100693315,0.0815001503811588,0.198571682246385,-0.745221315046624,0.692857236807372,0.531314163680031,1.0229838664294,-0.29335153219095,1.65850644820313,-0.114552347912924,-0.0788996756845576,1.58537193943885,1.31585207652509,0.138646822149045,-0.325211011346859,0.117207925176659,0.128158320736407,0.85960592378769,0.912969554509563,1.70156631579606,-0.748268065517396,0.616336320223028,-1.00863404187531,0.928289878436151,-1.27765743260405,-0.590431135911118
"2011-09-25",1.45218647615332,1.80443880103053,-1.18966702357283,1.67976928874905,1.73985759206435,0.313742860242922,-0.957397843834502,-0.896170090835771,-1.0387483464046,-0.371156204779514,0.081475509490593,0.198509688819455,-0.744873127463143,0.692549190030143,0.531109509926842,1.02235499381749,-0.293255838023005,1.65663882828918,-0.114517490855519,-0.078875830917653,1.58369945606585,1.31477259322816,0.138604379167848,-0.325102998119629,0.117172238373534,0.128119196320814,0.859156891422871,0.912466708018771,1.69957639720143,-0.747917431528153,0.616080846492856,-1.00802282082323,0.927770729100534,-1.27664726636603,-0.590191946034412
"2011-09-26",1.45083152669666,1.8021348868348,-1.18880446847092,1.67784313377685,1.73775542638527,0.313639409056475,-0.956846964320481,-0.895684969228395,-1.03810003414179,-0.371029438898092,0.081450890936531,0.198447753420399,-0.74452542756164,0.692241553835949,0.530905092512161,1.02172727979903,-0.293160237448588,1.65477750448191,-0.114482665598964,-0.0788520077566165,1.58203225555354,1.31369576279373,0.138561975141679,-0.324995092452565,0.117136584148051,0.128080107715725,0.858708562144305,0.911964691653683,1.69759344478797,-0.747567290083133,0.615825690234693,-1.00741270982771,0.927252449973145,-1.27563949282788,-0.589953046661939
"2011-09-27",1.44948036350667,1.79983977636659,-1.18794378717452,1.67592359070606,1.73566086323584,0.313536060142858,-0.956297034818821,-0.895200634753678,-1.03745293449792,-0.370902802827105,0.081426294685247,0.198385875958746,-0.744178214204622,0.691934327313421,0.530700910981413,1.02110072082058,-0.293064730315227,1.65292244148433,-0.114447872094934,-0.0788282061688388,1.58037031014815,1.31262157437327,0.138519610010986,-0.324887294167259,0.117100962450673,0.128041054866544,0.858260934118932,0.911463503132579,1.69561741800501,-0.747217640030146,0.615570850791487,-1.00680370553254,0.926735038625385,-1.27463410255837,-0.589714437206069
"2011-09-28",1.4481329689817,1.79755341369963,-1.18708497290868,1.67401062179466,1.73357385690106,0.31343281333366,-0.955748052601873,-0.894717085285124,-1.0368070436972,-0.370776296345142,0.0814017207030863,0.198324056344219,-0.743831486258307,0.691627509554019,0.530496964881242,1.22224659037227,-0.292969316470794,1.65107360427585,-0.114413110295207,-0.0788044261217797,1.57871359229962,1.31155001718025,0.138477283716342,-0.324779603085718,-0.365841973186625,-0.0287285658491673,0.857814005520375,0.910963140182509,1.6936482766316,-0.746868480220772,0.615316327508087,-1.0061958045957,0.92621849263813,-1.27363108617824,-0.589476117080831
"2011-09-29",1.44678932563441,1.79527574340375,-1.18622801893265,1.67210418960153,1.73149436204987,0.313329668460855,-0.955200014952939,-0.894234318704273,-1.03616235798033,-0.37064991923132,-0.00352441561074773,0.154673648697506,-0.743485242592606,0.691321099652021,0.530293253759515,1.22133324616618,-0.292873995763511,1.64923095810953,-0.114378380151662,-0.0787806675829678,1.57706207465968,1.31048108048972,0.138434996198447,-0.324672019030361,-0.365717676581746,-0.0287199509355609,0.857367774528909,0.91046360053925,1.69168598077305,-0.746519809510345,0.615062119731238,-1.00558900368927,2.27463076071834,-1.27263043435982,-0.589238085701914
"2011-09-30",1.44544941609086,1.79300671053928,-1.18537291853974,1.67020425698342,1.72942233373095,0.313226625356807,-0.954652919166217,-0.875110636302135,-1.03551887360432,-0.370523671265281,-0.0035233602261189,0.154626223430761,-0.743139482081112,0.691015096704511,0.53008977716531,1.22042194683195,-0.292778768041943,1.64739446850932,-0.114343681616281,-0.0787569305199999,1.57541573007993,1.30941475363781,0.138392747398128,-0.324564541824018,-0.365593506592478,-0.0287113437674437,0.856922239331434,0.909964881947264,1.81634061003801,-0.727747017743233,0.580096471079254,-1.00498329949939,2.27043104860568,-1.27163213782668,-0.589000342486657
"2011-10-01",1.44411322308957,1.79074626065145,-1.18451966505705,1.66831078709187,1.72735772736874,0.313123683854264,-0.954106762546745,-0.874648102258736,-1.03487658684245,-0.370397552227195,-0.00352230578902548,0.154578841761957,-0.742794203601084,0.690709499811372,0.529886534648919,1.21951268475014,-0.292683633155001,1.64556410126735,-0.114309014641149,-0.0787332149005412,1.57377453161,1.30835102602131,0.13835053725634,-0.324457171289932,-0.365469463003989,-0.0287027443332165,0.856477398121437,0.909466982159657,1.81400506291471,-0.727413823128766,0.579864412968079,-1.00437868872614,2.26625451555459,-1.27063618735325,-0.588762886854043
"2011-10-02",1.44278072948057,1.7884943397649,-1.18366825184526,1.66642374337024,1.72530049875931,0.313020843786361,-0.953561542410343,-0.874186300992505,-1.03423549398418,-0.370271561897754,-0.00352125229805047,0.154531503624335,-0.742449406033427,0.690404308075269,0.529683525761837,1.21860545234101,-0.292588590951939,1.64373982244125,-0.11427437917845,-0.0787095206923251,1.57213845249565,1.30728988709724,0.13830836571416,-0.324349907251753,-0.365345545601957,-0.0286941526213041,0.856033249098966,0.908969898938132,1.81167850347271,-0.727081085831641,0.579632633169228,-1.00377516808348,2.26210094913015,-1.26964257376448,-0.588525718224695
"2011-10-03",1.44145191822448,1.78625089437832,-1.18281867229841,1.66454308955074,1.72325060406646,0.312918104986613,-0.95301725608356,-0.873725230570444,-1.03359559133501,-0.370145700058171,-0.00352019975177985,0.154484208951278,-0.742105088262684,0.690099520601644,0.529480750056765,1.21770024206426,-0.292493641282353,1.64192159835152,-0.114239775180472,-0.0786858478631528,1.570507466177,1.30623132638236,0.138266232712795,-0.324242749533538,-0.365221754172567,-0.0286855686201556,0.8555897904706,0.90847363005295,1.80936087421469,-0.726748804806572,0.579401131126775,-1.00317273429921,2.2579701396132,-1.26865128793547,-0.588288836020867
"2011-10-04",1.44012677239159,1.78401587145902,-1.1819709198437,1.66266878965148,1.72120799981777,0.312815467288919,-0.952473900903619,-0.873264889066687,-1.03295687521646,-0.370019966490181,-0.00351914814880253,0.154436957676312,-0.741761249177014,0.6897951364987,0.529278207087598,0.928777848499993,-0.292398783996181,1.64010939557892,-0.114205202599603,-0.0786621963808935,1.56888154628665,1.3051753334528,0.138224138193575,-0.324135697959753,-0.537807569731975,0.324592739630645,0.855147020449414,0.907978173282885,1.80705211815695,-0.726416979011618,0.579169906286352,-1.00257138411482,2.25386187995589,-1.26766232079114,-0.588052239666443
"2011-10-05",1.43880527516095,1.78178921843777,-1.18112498794128,1.6608008079736,1.7191726429007,0.312712930527561,-0.95193147421836,-0.872805274562467,-1.03231934196593,-0.339133336524673,-0.0035180974877104,0.154389749733107,-0.699824690100528,0.689491154877392,0.529075896409429,0.928261277002847,-0.179455039764134,1.63830318096187,-0.114170661388331,-0.0786385662134837,1.56726066664795,1.30412189794358,0.138182082097956,-0.324028752355268,-0.537600536702162,0.324485614477908,0.854704937254953,0.907483526415188,1.80475217882356,-0.726085607408163,0.578938958095136,-1.0019711142855,2.24977596573807,-1.26667566330585,-0.587815928586927
"2011-10-06",1.43748740981951,1.77957088320351,-1.18028087008401,1.6589391090984,1.71714449055882,0.312610494537197,-0.951389973386187,-0.872346385146079,-1.03168298793663,-0.339020502141149,-0.224721730607354,0.0233060177304622,-0.699513561538806,0.689187574851415,0.528873817578539,0.927745566644942,-0.179399769485215,1.63650292159392,-0.114136151499245,-0.0786149573289273,1.56564480127319,1.3030710095482,0.138140064367518,-0.323921912545359,-0.537393742618187,0.324378595325809,0.854263539113203,0.906989687245539,1.80246100024054,-0.725754688960906,0.578708286001847,-1.00137192158,2.24571219512456,-1.26569130650306,-0.587579902209436
"2011-10-07",1.43617315976118,1.77736081409829,-1.17943855979726,1.65708365788454,1.71512350038801,0.312508159152867,-0.950849395776016,-0.87188821891285,-1.0310478094975,-0.338907780315695,-0.224651333050551,0.0232990641982641,-0.699202847646467,0.688884395537198,0.978435950537183,0.927230715036152,-0.179344550244072,1.76004679361569,-0.114101672885036,-0.0785913696952956,1.56403392436188,1.30202265801823,0.138098084943964,-0.323815178355703,-0.537187187020728,0.324271681999641,0.853822824256554,0.906496653578009,1.80017852693016,-0.72542422263785,0.578477889456741,-1.00077380278061,2.24167036882332,-1.26470924145503,-0.587344159962699
"2011-10-08",1.43486250848599,1.77515895991221,-1.17859805063872,1.65523441946524,1.71310963033273,0.312405924209989,-0.950309738767217,-0.871430773965104,-1.0304138030331,-0.338795170861286,-0.224581001614074,0.0232921168862759,-0.698892547503118,0.688581616053885,0.977865118865069,0.926716719795628,-0.179289381962203,1.75789844829343,-0.114067225498492,-0.0785678032807267,1.56242801029898,1.30097683316287,0.138056143769123,-0.32370854961238,-0.536980869451698,0.324164874325097,0.853382790923778,0.90600442322502,1.79790470390529,-0.725094207410283,0.578247767911607,-1.00017675468305,2.23765029004432,-1.26372945928242,-0.587108701277049
"2011-10-09",1.43355543959919,1.77296526987839,-1.17775933619818,1.65339135924552,1.71110283868235,0.312303789544356,-0.949770999749564,-0.870974048412129,-1.02978096494355,-0.338682673591332,-0.22451073619448,0.0232851757852293,-0.698582660191225,0.688279235523332,0.977295285317473,0.926203578551752,-0.179234264561274,1.75575795189244,-0.114032809292504,-0.0785442580534258,1.56082703365324,1.29993352484852,0.138014240784947,-0.32360202614187,-0.53677478945424,0.324058172128273,0.852943437359995,0.905512994007301,1.79563947666382,-0.724764642252766,0.578017920819758,-0.999580774096391,2.23365176445938,-1.26275195115399,-0.586873525584414
"2011-10-10",1.43225193681041,1.77077969366812,-1.17692241009731,1.65155444289951,1.70910308406753,0.312201754992137,-0.94923317612318,-0.870518040370146,-1.02914929164443,-0.338570288319676,-0.22444053668855,0.0232782408858755,-0.698273184796098,0.68797725307009,0.976726446988766,0.925691288942092,-0.179179197963121,1.75362525673514,-0.113998424220059,-0.0785207339816644,1.55923096917546,1.29889272299843,0.137972375933512,-0.323495607771053,-0.536568946572724,0.323951575235666,0.852504761816647,0.905022363753849,1.79338279118318,-0.724435526143124,0.57778834763603,-0.998985857843032,2.22967460016267,-1.26177670828625,-0.658463110689699
"2011-10-11",1.4309519839328,1.76860218138597,-1.17608726598948,1.64972363636771,1.70711032545664,0.312099820389876,-0.948696265298486,-0.870062747962273,-1.0285187795667,-0.338458014860594,-0.224370402993295,0.023271312178985,-0.697964120405883,0.6876756678214,0.976158600985151,0.925179848613355,-0.179124182089746,1.75150031554844,-0.113964070234246,-0.0784972310337808,1.55763979179686,1.29785441759222,0.137930549157015,-0.323389294327208,-0.536363340352744,0.323845083474173,0.852066762551465,0.904532530301891,1.79113459391495,-0.724106858062427,0.577559047816771,-0.998392002758582,2.22571860763201,-1.26080372194314,-0.658182250285066
"2011-10-12",1.4296555648822,1.76643268356501,-1.17525389755956,1.64789890585441,1.70512452215219,0.311997985574491,-0.948160264696149,-0.869608169318496,-1.02788942515659,-0.338345853028792,-0.224300335005946,0.0232643896553474,-0.697655466111551,0.687374478907177,0.975591744424598,0.924669255221343,-0.17906921686332,1.74938308145931,-0.113929747288251,-0.0784737491781794,1.55605347662738,1.2968185986655,0.137888760397776,-0.323283085638009,-0.53615797034111,0.323738696671086,0.851629437828441,0.90404349149684,1.78889483177949,-0.72377863699498,0.57733002081984,-0.997799205691809,2.22178359969099,-1.25983298343569,-0.657901749028173
"2011-10-13",1.42836266367628,1.76427115116209,-1.17442229852369,1.64608021782503,1.7031456337874,0.311896250383271,-0.947625171747025,-0.869154302575635,-1.02726122487558,-0.338233802639406,-0.241279300830769,-0.00300482853150892,-0.697347221006883,0.687073685460005,0.975025874436778,0.924159506430905,-0.179014302206181,1.74727350799045,-0.113895455335359,-0.0784502883833309,1.5544719989541,1.29578525630949,0.137847009598239,-0.32317698153153,-0.535952836085847,0.323632414654096,0.851192785917802,0.903555245192257,1.7866634521607,-0.723450861928308,0.577101266104601,-0.997207463504568,2.21786939147174,-1.25886448412171,-0.657621606154162
"2011-10-14",1.39248030706163,1.7621175355532,-1.17359246262912,1.6442675390035,1.7011736203227,0.311794614653876,-0.947090983892115,-0.868701145877313,-1.02663417520022,-0.338121863508,-0.241203477383705,-0.00300393622159812,-0.697039384188462,0.686773286615122,0.974460988163012,0.923650599915897,-0.178959438040832,1.74517154905601,-1.59935330662878,0.110886897286157,1.60675345739282,1.2947543806706,0.137805296700969,-0.323070981836234,-0.535747937136191,0.323526237251292,0.850756805095976,0.903067789249812,1.78444040290084,-0.723123531853145,0.576872783131916,-0.996616773071729,2.21397580037843,-1.25789821540543,-0.657341820900455
